id,total_ima,ima_high_avg,ima_high_total,ima_medium_total,ima_low_total,ima_per_min,ima_accel_high,ima_acel_medium,ima_acel_low,ima_decel_high,ima_decel_medium,ima_decel_low,total_player_load,average_player_load,peak_player_load,player_load_per_minute,total_jumps,jumps_avg,jumps_per_minute,high_intensity_jumps,med_intesnity_jumps,low_intensity_jumps,rhie_bout_recovery_max,rhie_bout_recovery_min,rhie_bout_recovery_mean,rhie_effort_per_bout,rhie_effort_per_bout_max,rhie_effort_recovery_min,rhie_effort_recovery_mean,rhie_total_bouts,rhie_efforts_per_bout_min,injury
2568,1052,74,74,200,778,8,9,22,119,19,39,169,761,54,4,6,233,233,2,26,100,107,557,0,125,6,15,0,1,23,0,0
2569,1016,80,80,190,746,7,16,21,101,21,43,160,791,47,4,6,220,220,2,39,128,53,443,0,141,6,17,0,1,26,0,0
2570,1134,98,98,214,822,6,10,38,134,27,51,160,872,67,5,5,133,133,1,30,42,61,1098,0,156,5,11,0,2,37,0,0
2571,513,42,42,107,364,9,8,14,41,11,31,120,308,308,4,5,143,143,2,25,99,19,1206,25,307,10,21,0,3,10,3,0
2572,1363,97,97,240,1026,10,15,36,136,17,51,222,904,65,6,6,185,185,1,26,99,60,831,0,143,5,10,0,2,34,0,0
2573,1116,55,55,193,868,8,7,26,124,19,49,211,846,65,4,6,248,248,2,18,139,91,887,0,237,5,17,0,2,20,0,0
2574,1337,104,104,239,994,9,19,43,139,24,49,201,989,76,6,6,192,192,1,30,73,89,1037,0,163,6,15,0,2,33,0,0
2575,1155,69,69,222,864,7,9,19,117,21,63,162,839,52,5,5,217,217,1,23,108,86,1716,0,170,4,10,0,2,36,0,0
2576,1162,89,89,203,870,7,12,34,126,22,44,188,886,68,5,5,185,185,1,36,79,70,1109,0,176,6,16,0,2,33,0,0
2577,72,0,0,8,64,4,0,1,12,0,3,14,89,89,3,5,18,18,1,0,7,11,0,0,0,0,0,0,0,0,0,0
2578,999,58,58,193,748,7,9,22,96,17,38,134,722,52,4,5,164,164,1,29,67,68,597,0,143,5,21,0,1,26,0,0
2579,1155,72,72,196,887,7,10,28,109,23,54,224,904,70,8,5,298,298,2,32,117,149,1166,0,205,5,12,0,2,32,0,0
2580,360,31,31,67,262,5,1,8,41,7,16,58,285,71,5,4,25,25,0,4,6,15,383,0,155,4,6,0,2,14,0,0
2581,920,67,67,141,712,7,6,11,89,18,31,158,697,41,3,5,177,177,1,19,66,92,681,0,153,5,19,0,1,25,0,0
2582,1423,51,102,221,1100,6,16,37,171,27,51,229,1125,70,6,5,427,214,2,30,195,202,2197,0,187,6,17,0,1,31,0,0
2583,1359,145,145,258,956,9,17,37,178,35,47,237,925,77,5,6,283,283,2,36,155,92,511,0,96,6,15,0,2,48,0,0
2584,904,69,69,191,644,8,9,24,80,21,50,135,662,60,4,6,131,131,1,39,45,47,827,0,105,5,9,0,1,37,0,0
2585,1675,75,149,273,1253,7,16,39,180,40,65,282,1318,78,8,6,472,236,2,66,198,208,1259,0,104,7,21,0,2,51,0,0
2586,1390,123,123,295,972,9,18,33,112,30,76,208,834,64,4,6,191,191,1,36,75,80,743,0,147,6,21,0,2,40,0,0
2587,921,56,56,175,690,6,6,17,80,13,55,193,767,55,3,5,174,174,1,17,76,81,470,0,154,4,10,0,2,24,0,0
2588,1119,92,92,196,831,7,11,32,115,24,48,213,907,70,6,5,212,212,1,34,86,92,1305,0,160,5,12,0,2,38,0,0
2589,983,61,61,158,764,7,11,15,86,7,46,154,784,56,4,6,285,285,2,22,137,126,423,0,141,5,13,0,2,24,0,0
2590,890,66,66,162,662,8,8,16,87,19,30,173,677,45,4,6,246,246,2,16,124,106,948,0,167,4,11,0,1,25,0,0
2591,1390,120,120,259,1011,8,16,31,138,29,57,229,1061,82,5,6,236,236,1,35,110,91,1643,0,196,6,18,0,1,38,0,0
2592,712,68,68,107,537,5,9,14,61,22,23,145,496,496,4,3,131,131,1,20,57,54,289,21,84,6,15,0,2,33,3,0
2593,840,60,60,146,634,7,7,17,90,18,35,140,748,44,4,6,291,291,2,38,171,82,477,0,134,6,17,0,2,19,0,0
2594,888,91,91,182,615,8,17,32,86,26,47,133,688,57,10,6,107,107,1,29,42,36,433,0,123,6,21,0,2,28,0,0
2595,1058,106,106,190,762,8,14,25,97,30,42,168,807,67,6,6,132,132,1,39,36,57,833,0,112,7,17,0,2,33,0,0
2596,894,69,69,156,669,8,10,23,102,14,40,150,624,52,6,6,100,100,1,22,30,48,1118,0,103,5,19,0,2,32,0,0
2597,734,51,51,116,567,6,10,19,76,14,27,113,581,83,3,4,221,221,2,14,126,81,230,0,86,5,10,0,2,22,0,0
2598,1037,78,78,177,782,8,9,19,90,15,47,200,712,65,5,6,281,281,2,36,177,68,1277,0,164,6,14,0,2,28,0,0
2599,652,44,44,101,507,6,6,9,51,14,23,100,460,42,3,4,102,102,1,6,48,48,623,0,225,4,10,0,1,11,0,0
2600,1095,97,97,226,772,9,25,44,117,18,51,146,834,69,5,7,115,115,1,32,45,38,877,0,149,6,13,0,2,32,0,0
2601,732,38,38,93,601,8,3,10,75,16,34,139,494,71,4,5,251,251,3,8,172,71,542,0,174,6,17,0,2,12,0,0
2602,1397,125,125,258,1014,9,23,42,145,19,57,181,1038,80,5,7,175,175,1,32,60,83,1242,0,163,6,15,0,2,40,0,0
2603,872,39,39,136,697,7,6,19,44,4,15,79,458,51,3,4,141,141,1,51,48,42,488,0,186,6,12,0,6,8,0,0
2604,623,28,28,85,510,6,2,3,16,6,15,46,321,46,3,3,71,71,1,14,15,42,0,0,0,0,0,0,0,0,0,0
2605,680,34,34,112,534,5,5,11,33,13,22,138,452,452,2,3,361,361,3,47,280,34,0,0,0,0,0,0,0,0,0,0
2606,1146,60,60,210,876,9,3,4,26,17,30,96,502,72,3,4,143,143,1,18,36,89,0,0,0,0,0,0,0,0,0,0
2607,744,35,35,134,575,7,5,9,18,10,18,81,391,33,3,4,105,105,1,34,17,54,0,0,0,0,0,0,0,0,0,0
2608,790,84,84,182,524,10,7,6,35,16,27,69,380,48,4,5,123,123,2,43,30,50,0,0,0,0,0,0,0,0,0,0
2609,826,58,58,155,613,6,3,5,33,18,31,74,455,41,4,3,118,118,1,43,25,50,0,0,0,0,0,0,0,0,0,0
2610,904,50,50,150,704,4,1,4,28,14,16,61,500,500,3,2,124,124,1,19,34,71,0,0,0,0,0,0,0,0,0,0
2611,1228,77,77,189,962,6,22,21,64,16,32,83,786,786,5,4,126,126,1,22,38,66,0,0,0,0,0,0,0,0,0,0
2612,408,34,34,75,299,3,8,10,29,7,17,75,334,334,4,2,145,145,1,31,97,17,0,0,0,0,0,0,0,0,0,0
2613,649,40,40,146,463,6,5,3,26,6,22,78,347,347,3,3,129,129,1,56,34,39,0,0,0,0,0,0,0,0,0,0
2614,102,13,13,13,76,1,4,3,15,3,3,15,78,78,2,1,14,14,0,0,3,11,0,0,0,0,0,0,0,0,0,0
2615,1180,70,70,207,903,8,5,7,52,14,31,94,639,64,3,5,205,205,1,21,96,88,0,0,0,0,0,0,0,0,0,0
2616,826,57,57,157,612,7,5,7,36,13,22,72,432,432,3,4,134,134,1,27,48,59,0,0,0,0,0,0,0,0,0,0
2617,538,30,30,91,417,4,4,12,43,7,17,48,303,303,3,2,100,100,1,3,67,30,0,0,0,0,0,0,0,0,0,0
2618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2619,1048,73,73,189,786,6,3,14,39,13,22,93,595,595,3,3,130,130,1,35,28,67,0,0,0,0,0,0,0,0,0,0
2620,446,27,27,75,344,4,2,5,31,4,6,54,303,303,3,3,123,123,1,29,66,28,0,0,0,0,0,0,0,0,0,0
2621,1079,116,116,228,735,7,34,42,87,22,43,107,592,46,4,4,180,180,1,32,113,35,0,0,0,0,0,0,0,0,0,0
2622,978,69,69,150,759,8,9,18,55,27,26,142,604,36,7,5,164,164,1,30,82,52,0,0,0,0,0,0,0,0,0,0
2623,423,17,17,65,341,6,0,4,19,5,15,61,267,267,3,4,133,133,2,21,99,13,0,0,0,0,0,0,0,0,0,0
2624,681,40,40,116,525,9,3,9,40,9,17,82,328,164,3,4,147,147,2,61,64,22,0,0,0,0,0,0,0,0,0,0
2625,1094,68,68,206,820,8,5,14,51,21,40,127,582,42,3,4,217,217,1,73,69,75,0,0,0,0,0,0,0,0,0,0
2626,1026,83,83,186,757,9,9,15,46,17,26,86,469,36,3,4,118,118,1,28,27,63,0,0,0,0,0,0,0,0,0,0
2627,898,37,37,143,718,5,7,15,52,13,40,118,586,586,3,3,211,211,1,34,143,34,0,0,0,0,0,0,0,0,0,0
2628,441,18,18,66,357,7,0,3,27,6,12,64,304,38,3,4,149,149,2,20,108,21,0,0,0,0,0,0,0,0,0,0
2629,731,49,49,139,543,8,5,9,33,11,32,69,413,32,3,5,105,105,1,41,20,44,0,0,0,0,0,0,0,0,0,0
2630,828,45,45,130,653,4,7,12,49,8,31,105,546,546,4,3,150,150,1,36,74,40,0,0,0,0,0,0,0,0,0,0
2631,789,47,47,107,635,7,5,10,43,12,20,116,450,38,3,4,201,201,2,23,148,30,0,0,0,0,0,0,0,0,0,0
2632,614,71,71,168,375,10,6,10,41,11,39,95,372,186,5,6,175,175,3,88,67,20,0,0,0,0,0,0,0,0,0,0
2633,545,18,18,97,430,7,4,5,39,6,27,117,294,147,3,4,186,186,3,78,86,22,0,0,0,0,0,0,0,0,0,0
2634,476,21,21,83,372,7,6,16,36,9,22,78,319,159,3,5,166,166,2,68,61,37,0,0,0,0,0,0,0,0,0,0
2635,1139,74,74,193,872,8,12,8,48,20,38,105,584,39,5,4,180,180,1,37,54,89,0,0,0,0,0,0,0,0,0,0
2636,969,79,79,189,701,9,19,13,54,16,32,88,473,39,4,4,91,91,1,28,17,46,0,0,0,0,0,0,0,0,0,0
2637,1188,87,87,243,858,5,21,33,67,10,52,141,534,53,6,2,120,120,1,38,44,38,0,0,0,0,0,0,0,0,0,0
2638,937,68,68,155,714,8,6,15,48,22,33,94,477,43,4,4,121,121,1,25,24,72,0,0,0,0,0,0,0,0,0,0
2639,894,64,64,166,664,9,8,17,54,14,27,95,458,38,4,5,94,94,1,18,16,60,0,0,0,0,0,0,0,0,0,0
2640,821,42,42,141,638,9,9,12,44,7,19,80,424,35,4,5,76,76,1,17,15,44,0,0,0,0,0,0,0,0,0,0
2641,1010,70,70,186,754,8,13,14,54,23,50,113,539,45,3,4,124,124,1,36,36,52,0,0,0,0,0,0,0,0,0,0
2642,484,39,39,80,365,6,2,10,41,6,11,73,285,32,3,4,93,93,1,31,45,17,0,0,0,0,0,0,0,0,0,0
2643,684,82,82,127,475,7,12,11,32,19,20,71,450,35,4,4,81,81,1,28,27,26,0,0,0,0,0,0,0,0,0,0
2644,46,3,3,5,38,2,0,0,3,1,0,26,115,115,3,4,93,93,3,0,87,6,0,0,0,0,0,0,0,0,0,0
2645,14,2,2,3,9,0,1,1,1,1,0,2,371,371,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2646,89,5,5,8,76,2,1,1,11,1,3,21,113,113,3,2,54,54,1,3,51,0,0,0,0,0,0,0,0,0,0,0
2647,144,8,8,41,95,1,2,3,6,2,10,10,202,202,3,1,23,23,0,11,8,4,0,0,0,0,0,0,0,0,0,0
2648,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2649,729,52,52,135,542,7,8,7,31,12,22,74,430,29,3,4,112,112,1,26,31,55,0,0,0,0,0,0,0,0,0,0
2650,422,37,37,78,307,3,7,10,25,10,22,55,399,399,4,3,54,54,0,12,31,11,0,0,0,0,0,0,0,0,0,0
2651,1018,74,74,203,741,9,6,7,28,20,31,73,515,43,4,5,94,94,1,22,19,53,0,0,0,0,0,0,0,0,0,0
2652,533,41,41,100,392,2,6,10,36,8,17,66,488,488,7,1,50,50,0,21,15,14,0,0,0,0,0,0,0,0,0,0
2653,801,60,60,158,583,7,4,11,37,19,36,101,504,63,4,4,165,165,1,44,94,27,0,0,0,0,0,0,0,0,0,0
2654,994,80,80,178,736,8,6,14,38,20,34,106,529,48,5,5,145,145,1,32,62,51,0,0,0,0,0,0,0,0,0,0
2655,797,55,55,146,596,8,10,7,49,14,28,92,421,38,4,4,78,78,1,24,25,29,0,0,0,0,0,0,0,0,0,0
2656,991,95,95,211,685,8,10,12,35,19,32,99,491,41,4,4,100,100,1,36,30,34,0,0,0,0,0,0,0,0,0,0
2657,890,59,59,156,675,10,6,6,31,17,18,88,474,47,3,5,82,82,1,20,31,31,0,0,0,0,0,0,0,0,0,0
2658,1785,143,143,352,1290,11,25,27,82,40,64,176,822,46,4,5,209,209,1,75,71,63,0,0,0,0,0,0,0,0,0,0
2659,1547,90,90,273,1184,10,7,21,63,23,45,120,652,41,4,4,157,157,1,52,32,73,0,0,0,0,0,0,0,0,0,0
2660,1494,106,106,290,1098,11,11,18,66,23,50,121,710,71,4,5,170,170,1,47,48,75,0,0,0,0,0,0,0,0,0,0
2661,1168,78,78,237,853,7,5,21,41,13,37,137,571,48,3,4,120,120,1,37,30,53,0,0,0,0,0,0,0,0,0,0
2662,1015,60,60,191,764,7,5,10,41,19,40,112,546,42,4,4,109,109,1,31,22,56,0,0,0,0,0,0,0,0,0,0
2663,843,53,53,151,639,8,5,9,41,12,26,92,470,43,5,5,110,110,1,25,29,56,0,0,0,0,0,0,0,0,0,0
2664,1435,94,94,223,1118,9,10,10,48,23,25,90,709,55,4,4,191,191,1,34,34,123,0,0,0,0,0,0,0,0,0,0
2665,73,2,4,10,59,3,0,1,6,3,5,5,68,11,2,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2666,1161,73,73,192,896,8,10,7,45,18,36,125,625,57,3,5,168,168,1,32,108,28,0,0,0,0,0,0,0,0,0,0
2667,1342,88,88,243,1011,7,12,6,40,35,47,120,713,48,3,4,195,195,1,64,26,105,0,0,0,0,0,0,0,0,0,0
2668,1203,95,95,212,896,9,14,15,47,31,45,117,742,82,6,6,115,115,1,30,37,48,0,0,0,0,0,0,0,0,0,0
2669,952,78,78,183,691,8,9,20,42,12,26,65,495,41,4,4,86,86,1,14,29,43,0,0,0,0,0,0,0,0,0,0
2670,1177,76,76,232,869,10,11,15,43,18,31,96,611,41,4,5,114,114,1,39,32,43,0,0,0,0,0,0,0,0,0,0
2671,1156,68,68,191,897,9,13,10,31,16,29,108,594,31,4,5,127,127,1,31,33,63,0,0,0,0,0,0,0,0,0,0
2672,1147,78,78,174,895,10,13,14,43,12,22,103,653,93,5,6,123,123,1,22,44,57,0,0,0,0,0,0,0,0,0,0
2673,1318,73,73,223,1022,9,10,17,59,19,39,127,637,46,3,5,205,205,1,60,86,59,0,0,0,0,0,0,0,0,0,0
2674,0,0,0,0,0,0,0,0,0,0,0,0,268,24,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2675,0,0,0,0,0,0,0,0,0,0,0,0,759,95,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2676,1117,66,66,207,844,9,5,8,58,18,33,121,533,38,4,4,101,101,1,38,30,33,0,0,0,0,0,0,0,0,0,1
2677,895,50,50,138,707,7,5,6,34,9,22,88,507,36,4,4,68,68,1,20,24,24,0,0,0,0,0,0,0,0,0,0
2678,922,41,41,149,732,7,9,9,37,12,29,111,511,32,3,4,144,144,1,31,76,37,0,0,0,0,0,0,0,0,0,0
2679,684,49,49,97,538,5,9,14,49,8,20,74,482,37,3,3,103,103,1,21,55,27,0,0,0,0,0,0,0,0,0,0
2680,870,52,52,134,684,8,7,17,41,13,18,78,543,39,4,5,96,96,1,25,35,36,0,0,0,0,0,0,0,0,0,0
2681,1319,69,69,238,1012,8,8,7,34,25,29,103,536,54,4,3,88,88,1,12,12,64,0,0,0,0,0,0,0,0,0,0
2682,3,2,2,0,1,1,0,0,1,1,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2683,674,35,35,100,539,8,5,5,23,9,17,65,364,30,4,4,67,67,1,29,21,17,0,0,0,0,0,0,0,0,0,0
2684,480,37,37,65,378,3,2,2,31,10,16,52,453,35,3,3,69,69,0,15,30,24,0,0,0,0,0,0,0,0,0,0
2685,664,37,37,113,514,6,3,5,26,9,17,63,367,26,4,3,66,66,1,34,17,15,0,0,0,0,0,0,0,0,0,0
2686,348,14,14,48,286,2,4,7,36,1,16,53,392,30,3,2,89,89,1,17,62,10,0,0,0,0,0,0,0,0,0,0
2687,416,28,28,58,330,5,4,4,18,10,20,79,298,50,3,4,154,154,2,34,98,22,0,0,0,0,0,0,0,0,0,0
2688,141,1,2,20,119,1,0,3,12,1,0,18,162,10,2,1,3,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2689,770,39,39,123,608,5,7,13,70,10,32,139,485,40,3,3,106,106,1,17,56,33,0,0,0,0,0,0,0,0,0,0
2690,942,64,64,168,710,7,6,7,42,17,34,113,532,33,3,4,174,174,1,42,93,39,0,0,0,0,0,0,0,0,0,0
2691,573,16,31,100,442,3,2,11,52,12,26,95,507,28,3,2,142,71,1,34,81,27,0,0,0,0,0,0,0,0,0,0
2692,263,16,16,36,211,2,2,8,54,5,7,34,298,25,3,2,67,67,0,21,36,10,0,0,0,0,0,0,0,0,0,0
2693,1,1,1,0,0,0,0,0,0,1,0,0,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2694,907,77,77,205,625,15,9,26,83,31,35,86,385,385,3,6,203,203,3,112,70,21,0,0,0,0,0,0,0,0,0,0
2695,718,50,50,151,517,10,9,22,75,15,24,98,364,364,3,5,140,140,2,46,70,24,0,0,0,0,0,0,0,0,0,0
2696,940,40,40,165,735,6,6,16,111,12,45,183,460,460,5,3,221,221,1,65,135,21,0,0,0,0,0,0,0,0,0,0
2697,470,24,24,89,357,6,2,7,32,7,19,61,236,236,4,3,148,148,2,7,134,7,0,0,0,0,0,0,0,0,0,0
2698,712,71,71,169,472,8,19,24,61,15,33,82,391,391,5,4,120,120,1,70,30,20,0,0,0,0,0,0,0,0,0,0
2699,947,55,55,173,719,2,6,17,54,20,36,114,471,471,4,1,149,149,0,51,77,21,0,0,0,0,0,0,0,0,0,0
2700,552,55,55,105,392,11,5,10,30,14,17,71,319,319,3,6,120,120,2,51,51,18,0,0,0,0,0,0,0,0,0,0
2701,9,3,3,4,2,1,1,1,1,1,2,0,11,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2702,140,7,7,31,102,2,0,2,9,3,6,25,134,134,4,2,35,35,0,3,25,7,0,0,0,0,0,0,0,0,0,0
2703,518,45,45,102,371,6,10,8,28,9,20,71,332,332,4,4,86,86,1,49,25,12,0,0,0,0,0,0,0,0,0,0
2704,699,68,68,135,496,9,8,13,43,24,25,82,385,385,5,5,80,80,1,29,28,23,0,0,0,0,0,0,0,0,0,0
2705,587,65,65,119,403,8,13,19,45,16,19,54,310,310,4,4,74,74,1,24,34,16,0,0,0,0,0,0,0,0,0,0
2706,590,39,39,101,450,6,11,9,26,6,20,62,393,393,3,4,48,48,0,12,26,10,0,0,0,0,0,0,0,0,0,0
2707,519,31,31,76,412,3,6,12,46,11,15,106,400,400,3,2,143,143,1,70,59,14,0,0,0,0,0,0,0,0,0,0
2708,476,36,36,91,349,3,4,8,36,12,18,87,329,329,3,2,130,130,1,62,45,23,0,0,0,0,0,0,0,0,0,0
2709,345,33,33,62,250,3,4,13,21,7,12,41,375,375,3,3,97,97,1,61,27,9,0,0,0,0,0,0,0,0,0,0
2710,979,62,62,163,754,8,8,13,49,28,32,116,549,42,4,4,207,207,2,68,92,47,0,0,0,0,0,0,0,0,0,0
2711,556,22,22,90,444,5,5,7,32,8,27,60,394,49,3,4,125,125,1,17,74,34,0,0,0,0,0,0,0,0,0,0
2712,898,59,59,153,686,8,9,13,63,13,36,100,451,50,5,4,163,163,1,30,92,41,0,0,0,0,0,0,0,0,0,0
2713,983,55,55,173,755,8,9,5,48,15,40,110,540,60,4,4,216,216,2,36,128,52,0,0,0,0,0,0,0,0,0,0
2714,804,54,54,114,636,7,4,12,68,22,37,135,501,72,3,4,216,216,2,57,133,26,0,0,0,0,0,0,0,0,0,0
2715,713,42,42,153,518,7,5,7,34,16,11,62,307,44,3,3,88,88,1,38,20,30,0,0,0,0,0,0,0,0,0,0
2716,902,68,68,161,673,7,12,12,57,16,40,102,507,56,3,4,168,168,1,53,73,42,0,0,0,0,0,0,0,0,0,0
2717,607,46,46,111,450,8,4,7,26,16,29,63,286,36,3,4,63,63,1,29,19,15,0,0,0,0,0,0,0,0,0,0
2718,1240,68,68,209,963,9,5,21,67,22,29,105,546,55,3,4,149,149,1,38,42,69,0,0,0,0,0,0,0,0,0,0
2719,849,63,63,155,631,6,2,6,57,24,32,75,473,68,3,3,104,104,1,40,33,31,0,0,0,0,0,0,0,0,0,0
2720,1036,61,61,183,792,9,15,6,26,12,38,82,552,50,4,5,249,249,2,22,178,49,0,0,0,0,0,0,0,0,0,0
2721,656,48,48,119,489,4,4,11,41,12,25,71,406,37,3,3,82,82,1,33,33,16,0,0,0,0,0,0,0,0,0,0
2722,853,58,58,148,647,6,9,14,58,15,33,116,517,47,4,3,203,203,1,50,125,28,0,0,0,0,0,0,0,0,0,0
2723,332,19,19,49,264,4,2,2,19,7,9,41,294,33,3,4,24,24,0,14,6,4,0,0,0,0,0,0,0,0,0,0
2724,782,67,67,170,545,7,6,10,45,21,34,89,451,38,3,4,92,92,1,55,6,31,0,0,0,0,0,0,0,0,0,0
2725,575,48,48,117,410,5,4,20,62,18,21,60,397,79,5,3,52,52,0,31,8,13,0,0,0,0,0,0,0,0,0,0
2726,2,1,1,0,1,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2727,515,42,42,81,392,4,4,11,31,9,12,80,407,41,3,3,69,69,0,35,22,12,0,0,0,0,0,0,0,0,0,0
2728,1155,64,64,197,894,6,12,19,74,14,37,152,692,53,4,4,121,121,1,24,63,34,0,0,0,0,0,0,0,0,0,0
2729,1104,61,61,184,859,7,14,23,83,15,41,118,675,61,3,4,152,152,1,41,55,56,0,0,0,0,0,0,0,0,0,0
2730,1349,68,68,201,1080,10,14,19,89,17,67,169,778,71,4,6,221,221,2,61,116,44,0,0,0,0,0,0,0,0,0,0
2731,969,72,72,153,744,8,16,23,57,11,26,107,540,42,5,4,90,90,1,20,22,48,0,0,0,0,0,0,0,0,0,1
2732,1041,61,61,166,814,6,12,26,65,21,20,112,625,62,4,4,108,108,1,39,21,48,0,0,0,0,0,0,0,0,0,0
2733,1430,93,93,254,1083,8,16,18,88,26,60,161,718,60,4,4,244,244,1,44,127,73,0,0,0,0,0,0,0,0,0,0
2734,1266,98,98,238,930,9,15,16,71,25,64,119,723,66,4,5,256,256,2,28,176,52,0,0,0,0,0,0,0,0,0,0
2735,1589,92,92,295,1202,9,13,19,56,26,61,160,812,81,6,5,234,234,1,76,74,84,0,0,0,0,0,0,0,0,0,0
2736,1028,70,70,160,798,8,16,18,65,13,48,116,611,76,5,5,143,143,1,51,49,43,0,0,0,0,0,0,0,0,0,0
2737,1122,78,78,198,846,9,11,13,47,25,29,90,576,58,5,5,103,103,1,26,19,58,0,0,0,0,0,0,0,0,0,0
2738,1316,96,96,223,997,9,11,21,92,32,37,180,730,56,6,5,167,167,1,43,84,40,0,0,0,0,0,0,0,0,0,0
2739,803,81,81,144,578,6,13,13,52,22,22,71,458,38,4,4,76,76,1,18,32,26,0,0,0,0,0,0,0,0,0,0
2740,492,32,32,84,376,4,6,8,34,6,12,75,375,54,3,3,50,50,0,22,9,19,0,0,0,0,0,0,0,0,0,0
2741,1219,88,88,206,925,7,14,10,68,24,33,111,620,62,4,4,135,135,1,28,65,42,0,0,0,0,0,0,0,0,0,0
2742,845,63,63,123,659,5,13,7,50,12,24,86,525,40,4,3,87,87,1,22,21,44,0,0,0,0,0,0,0,0,0,0
2743,583,22,22,88,473,4,2,7,31,6,28,107,461,77,4,3,106,106,1,16,80,10,0,0,0,0,0,0,0,0,0,0
2744,305,10,10,41,254,4,3,2,15,2,4,21,196,25,3,3,32,32,0,1,5,26,0,0,0,0,0,0,0,0,0,0
2745,659,54,54,94,511,5,9,12,35,12,23,99,365,33,4,3,115,115,1,32,53,30,0,0,0,0,0,0,0,0,0,0
2746,174,7,7,23,144,2,1,0,15,3,10,32,146,36,3,1,37,37,0,11,18,8,0,0,0,0,0,0,0,0,0,0
2747,382,33,33,62,287,5,2,7,19,11,10,36,249,25,4,3,61,61,1,36,9,16,0,0,0,0,0,0,0,0,0,0
2748,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2749,790,46,46,118,626,10,4,7,54,18,10,84,368,61,3,5,160,160,2,7,66,87,0,0,0,0,0,0,0,0,0,0
2750,763,31,31,114,618,6,6,6,34,5,20,83,475,48,3,4,128,128,1,55,21,52,0,0,0,0,0,0,0,0,0,0
2751,669,39,39,98,532,5,5,7,72,10,16,68,510,42,4,4,79,79,1,25,16,38,0,0,0,0,0,0,0,0,0,0
2752,717,54,54,112,551,6,11,10,52,10,26,80,534,49,6,4,102,102,1,34,25,43,0,0,0,0,0,0,0,0,0,0
2753,668,60,60,131,477,6,7,16,51,16,27,92,422,70,4,4,123,123,1,45,42,36,0,0,0,0,0,0,0,0,0,0
2754,1283,64,64,228,991,8,5,11,62,16,23,108,611,102,3,4,133,133,1,12,61,60,0,0,0,0,0,0,0,0,0,0
2755,845,40,40,123,682,5,5,4,34,16,21,97,523,48,4,3,93,93,1,11,44,38,0,0,0,0,0,0,0,0,0,0
2756,1246,44,88,197,961,6,18,26,92,26,24,130,820,46,6,4,245,123,1,78,93,74,0,0,0,0,0,0,0,0,0,0
2757,1365,63,63,235,1067,8,5,16,42,20,44,119,655,60,5,4,161,161,1,29,52,80,0,0,0,0,0,0,0,0,0,0
2758,920,47,47,128,745,5,4,10,40,15,22,117,591,59,3,3,162,162,1,38,53,71,0,0,0,0,0,0,0,0,0,0
2759,1219,37,73,170,976,6,15,10,81,21,32,145,937,55,5,5,308,154,2,64,189,55,0,0,0,0,0,0,0,0,0,0
2760,268,6,6,25,237,3,3,4,63,0,14,25,166,41,2,2,22,22,0,2,14,6,0,0,0,0,0,0,0,0,0,0
2761,909,49,49,144,716,5,6,12,43,9,20,107,595,46,3,3,118,118,1,35,37,46,0,0,0,0,0,0,0,0,0,0
2762,1021,58,58,162,801,6,10,11,67,15,38,137,762,54,4,4,244,244,1,62,126,56,0,0,0,0,0,0,0,0,0,0
2763,549,27,27,94,428,3,1,11,48,10,18,79,491,38,4,3,140,140,1,30,97,13,0,0,0,0,0,0,0,0,0,0
2764,1034,83,83,201,750,6,15,17,79,14,31,101,677,68,6,4,133,133,1,43,39,51,0,0,0,0,0,0,0,0,0,0
2765,1095,56,56,169,870,10,6,17,38,14,26,101,626,52,3,6,205,205,2,32,95,78,0,0,0,0,0,0,0,0,0,0
2766,901,44,44,135,722,7,9,8,52,15,28,119,566,57,3,4,176,176,1,47,78,51,0,0,0,0,0,0,0,0,0,0
2767,1433,46,91,229,1113,6,16,25,78,24,49,131,1043,55,5,4,292,146,1,77,134,81,0,0,0,0,0,0,0,0,0,0
2768,589,19,19,83,487,8,2,4,22,8,21,58,360,45,3,5,82,82,1,19,25,38,0,0,0,0,0,0,0,0,0,0
2769,1336,46,92,181,1063,5,16,18,114,32,31,196,1011,126,4,3,356,178,1,57,223,76,0,0,0,0,0,0,0,0,0,0
