id,total_ima,ima_high_avg,ima_high_total,ima_medium_total,ima_low_total,ima_per_min,ima_accel_high,ima_acel_medium,ima_acel_low,ima_decel_high,ima_decel_medium,ima_decel_low,total_player_load,average_player_load,peak_player_load,player_load_per_minute,total_jumps,jumps_avg,jumps_per_minute,high_intensity_jumps,med_intesnity_jumps,low_intensity_jumps,rhie_bout_recovery_max,rhie_bout_recovery_min,rhie_bout_recovery_mean,rhie_effort_per_bout,rhie_effort_per_bout_max,rhie_effort_recovery_min,rhie_effort_recovery_mean,rhie_total_bouts,rhie_efforts_per_bout_min,injury
1097,561,46,46,113,402,6,12,16,70,14,42,102,330,330,3,4,229,229,3,31,179,19,2096,21,173,6,16,0,3,27,3,0
1098,513,41,41,89,383,7,6,11,35,13,23,89,419,70,3,6,62,62,1,16,28,18,336,0,128,4,8,0,2,17,0,0
1099,594,33,33,86,475,4,6,5,45,10,28,99,530,38,3,4,108,108,1,11,69,28,624,0,277,5,8,0,1,10,0,0
1100,713,48,48,112,553,4,8,10,69,14,31,155,649,50,4,4,118,118,1,21,32,65,1997,0,418,6,14,0,1,15,0,0
1101,517,40,40,92,385,5,10,5,34,9,27,97,434,72,3,4,78,78,1,13,47,18,658,0,198,4,8,0,2,20,0,0
1102,593,31,31,110,452,5,1,4,25,10,31,105,525,33,3,4,116,116,1,16,70,30,725,0,231,4,8,0,0,11,0,0
1103,756,49,49,123,584,4,3,18,79,13,31,145,714,55,6,4,99,99,1,28,39,32,2087,0,360,5,15,0,1,19,0,0
1104,867,94,94,189,584,6,20,31,89,29,43,122,675,56,7,5,118,118,1,30,64,24,721,0,103,5,11,0,1,43,0,0
1105,646,45,45,121,480,4,6,13,48,15,48,107,616,51,5,4,103,103,1,36,52,15,1103,0,143,4,7,0,1,22,0,0
1106,1149,41,81,193,875,5,15,25,78,23,66,267,1057,62,5,5,303,152,1,41,158,104,2796,0,255,5,12,0,2,28,0,0
1107,981,81,81,183,717,7,10,19,57,26,54,180,646,50,6,4,143,143,1,43,65,35,672,0,152,4,8,0,1,40,0,0
1108,686,51,51,121,514,5,6,12,45,22,42,143,577,41,3,4,148,148,1,12,108,28,838,0,290,5,7,0,1,9,0,0
1109,834,45,45,143,646,5,9,25,76,9,39,165,759,58,4,4,131,131,1,32,60,39,746,0,201,5,11,0,1,29,0,0
1110,604,35,35,108,461,4,10,11,56,8,31,97,525,37,4,4,96,96,1,15,34,47,1077,0,270,3,5,0,1,14,0,0
1111,661,40,40,95,526,6,7,6,41,12,28,157,545,36,3,5,208,208,2,23,153,32,516,0,158,4,6,0,2,16,0,0
1112,727,50,50,153,524,4,12,18,62,17,52,141,689,53,8,4,125,125,1,32,45,48,1825,0,244,5,12,0,2,23,0,0
1113,517,48,48,103,366,3,10,11,32,13,27,75,309,309,6,2,58,58,0,21,24,13,458,22,121,5,10,0,2,24,3,0
1114,682,51,51,131,500,6,4,7,46,16,35,127,563,33,4,5,129,129,1,22,84,23,322,0,147,5,9,0,2,19,0,0
1115,798,34,68,137,593,5,14,11,76,18,30,135,631,39,4,4,72,36,0,16,28,28,1551,0,195,4,10,0,1,20,0,0
1116,682,60,60,132,490,5,11,22,57,19,34,106,602,50,5,5,102,102,1,26,41,35,547,0,146,5,17,0,1,19,0,0
1117,686,49,49,123,514,6,10,16,60,18,31,132,527,44,3,5,75,75,1,24,22,29,1086,0,157,6,11,0,2,19,0,0
1118,586,29,29,136,421,4,2,12,39,11,41,103,368,53,3,3,94,94,1,10,58,26,1327,0,200,5,12,0,2,16,0,0
1119,668,34,34,118,516,5,8,14,65,10,34,130,529,48,4,4,144,144,1,14,98,32,801,0,178,5,6,0,1,12,0,0
1120,413,19,19,50,344,4,0,4,31,5,13,72,379,34,3,4,45,45,0,1,22,22,799,0,353,4,5,0,3,5,0,0
1121,723,54,54,145,524,6,8,18,56,18,41,133,681,57,5,5,101,101,1,37,33,31,923,0,158,5,11,0,2,27,0,0
1122,501,19,19,89,393,5,3,7,31,6,28,100,350,50,3,4,139,139,2,10,106,23,948,0,703,4,5,0,0,3,0,0
1123,780,54,54,124,602,5,11,17,75,11,31,149,701,54,5,4,133,133,1,33,57,43,602,0,220,5,8,0,2,27,0,0
1124,602,39,39,157,406,12,4,25,46,12,57,104,310,310,4,6,172,172,3,61,91,20,215,21,100,8,18,0,4,21,3,0
1125,417,32,32,87,298,7,8,7,35,8,21,66,288,288,3,5,145,145,2,38,78,29,593,23,155,4,9,0,2,19,3,0
1126,593,95,95,134,364,8,13,15,55,27,45,86,322,322,3,4,120,120,2,50,48,22,656,22,135,10,98,0,2,22,3,0
1127,470,51,51,112,307,6,4,6,29,17,35,100,296,296,3,4,151,151,2,72,53,26,667,25,102,6,14,0,2,29,3,0
1128,510,48,48,131,331,6,10,14,49,14,48,66,325,325,4,4,136,136,2,58,60,18,530,22,121,5,10,0,2,30,3,0
1129,456,42,42,122,292,3,7,26,67,9,40,55,301,301,3,2,145,145,1,33,81,31,6423,31,1206,5,11,0,5,7,3,0
1130,542,24,24,118,400,6,6,13,67,10,41,132,423,423,3,5,192,192,2,74,78,40,945,21,147,5,13,0,3,26,3,0
1131,531,47,47,115,369,4,13,14,37,16,33,81,287,287,4,2,112,112,1,49,44,19,4872,21,261,5,10,0,2,30,3,0
1132,44,4,4,4,36,0,0,0,5,1,1,2,34,34,3,0,2,2,0,2,0,0,5598,5598,5598,3,3,0,0,1,3,0
1133,35,3,3,7,25,0,1,0,1,1,5,4,28,28,3,0,8,8,0,4,4,0,175,175,175,3,3,0,0,1,3,0
1134,514,37,37,129,348,5,7,17,39,7,24,65,365,365,4,3,65,65,1,16,33,16,2018,30,346,4,9,0,2,18,3,0
1135,454,25,25,66,363,5,4,5,45,7,22,89,384,384,3,4,183,183,2,63,99,21,1777,25,314,5,9,0,5,15,3,0
1136,565,69,69,125,371,7,8,11,39,26,50,95,379,47,6,4,81,81,1,34,21,26,342,0,88,6,14,0,2,28,0,0
1137,432,28,28,73,331,5,9,4,39,9,23,93,348,50,4,4,78,78,1,19,17,42,303,0,120,4,12,0,1,15,0,0
1138,528,56,56,127,345,7,12,13,36,20,50,68,323,54,5,4,86,86,1,16,46,24,535,23,107,5,10,0,2,28,3,0
1139,480,33,33,92,355,6,8,12,50,10,29,84,401,50,4,5,125,125,1,15,79,31,1236,0,280,5,12,0,1,11,0,0
1140,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141,133,4,4,25,104,5,0,2,11,1,3,39,108,108,3,4,33,33,1,17,9,7,647,22,170,4,5,0,4,6,3,1
1142,270,24,24,36,210,5,7,3,24,7,9,80,212,71,4,4,47,47,1,7,18,22,247,0,128,4,5,0,5,4,3,0
1143,514,61,61,107,346,7,16,10,38,22,32,96,281,40,4,4,52,52,1,18,19,15,668,0,200,4,5,0,1,6,3,0
1144,840,76,76,189,575,6,10,17,71,34,66,114,553,55,4,4,166,166,1,33,82,51,821,0,222,4,7,0,1,12,3,0
1145,728,48,48,169,511,5,8,7,58,17,50,155,481,69,3,3,141,141,1,25,83,33,1047,0,477,4,5,0,2,7,3,0
1146,195,5,5,14,176,1,1,2,10,1,1,88,272,25,2,2,43,43,0,0,38,5,1644,0,1644,3,3,0,0,1,3,0
1147,549,39,39,102,408,5,13,8,39,12,28,86,368,37,4,3,49,49,0,17,15,17,440,0,307,3,3,0,1,4,3,0
1148,385,43,43,73,269,5,6,6,34,13,18,68,431,43,5,5,67,67,1,17,13,37,761,0,197,5,11,0,1,16,0,0
1149,227,22,22,61,144,9,4,8,19,8,11,31,126,126,3,5,26,26,1,8,9,9,323,26,118,4,8,0,2,11,3,0
1150,733,82,82,166,485,4,12,14,43,20,48,121,494,494,4,3,82,82,0,30,29,23,3122,28,684,4,5,0,3,14,3,0
1151,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1152,946,92,92,207,647,5,21,17,61,28,56,177,727,56,4,4,173,173,1,38,75,60,724,0,300,4,6,0,2,12,3,0
1153,985,80,80,205,700,6,15,18,71,23,68,168,758,69,4,5,138,138,1,31,54,53,934,0,290,4,9,0,4,10,3,0
1154,872,65,65,165,642,6,8,12,53,22,42,200,731,66,4,5,215,215,2,31,74,110,1149,0,348,4,6,0,1,12,3,0
1155,784,55,55,152,577,6,4,16,51,21,50,124,546,46,3,4,100,100,1,23,36,41,613,0,319,3,4,0,1,9,3,0
1156,834,69,69,185,580,6,12,14,57,19,42,140,633,58,4,4,135,135,1,37,58,40,1160,0,229,4,5,0,3,11,3,1
1157,130,17,17,26,87,7,2,0,4,4,6,24,89,45,5,5,12,12,1,4,3,5,373,0,211,4,7,0,3,3,3,0
1158,475,46,46,102,327,8,6,8,28,20,34,81,323,65,4,5,73,73,1,17,35,21,380,0,120,5,12,0,2,21,0,0
1159,1159,87,87,232,840,8,14,19,76,25,87,211,796,61,7,5,144,144,1,55,63,26,794,0,179,4,5,0,2,12,3,0
1160,258,32,32,54,172,6,4,7,17,12,14,63,219,73,4,5,112,112,3,12,44,56,439,0,189,4,5,0,1,6,3,0
1161,221,9,9,45,167,4,1,3,7,8,20,57,222,111,3,4,58,58,1,7,29,22,0,0,0,0,0,0,0,0,0,1
1162,141,9,9,31,101,3,1,0,6,3,20,30,155,77,3,4,62,62,1,8,49,5,1380,806,1093,4,4,0,0,2,3,0
1163,583,26,26,130,427,5,2,4,36,16,70,145,528,132,3,5,200,200,2,26,154,20,1210,0,1126,5,6,0,0,2,3,0
1164,572,35,35,116,421,8,3,6,25,15,62,117,358,60,3,5,166,166,2,49,88,29,763,0,206,5,14,0,4,10,3,0
1165,809,66,66,155,588,6,9,18,52,26,51,148,689,53,3,5,123,123,1,36,46,41,430,0,218,4,5,0,1,8,3,0
1166,891,75,75,171,645,7,13,9,59,22,47,160,579,48,4,4,136,136,1,39,65,32,665,0,276,4,7,0,1,8,3,0
1167,849,60,60,141,648,5,6,17,51,23,46,178,627,63,4,4,182,182,1,11,127,44,508,0,325,3,4,0,1,4,3,0
1168,827,45,45,143,639,4,4,22,56,20,36,154,661,66,4,3,136,136,1,26,82,28,1148,0,324,4,7,0,1,7,0,0
1169,627,48,48,119,460,9,6,14,44,15,38,116,453,45,4,6,73,73,1,26,20,27,778,0,264,4,5,0,1,7,0,0
1170,604,32,32,121,451,4,6,13,34,12,42,105,529,59,4,3,169,169,1,30,100,39,679,0,321,3,4,0,0,3,0,0
1171,1073,82,82,177,814,7,8,18,77,22,62,257,703,47,6,4,204,204,1,41,128,35,684,0,345,3,6,0,2,8,3,0
1172,731,51,51,123,557,5,7,13,59,12,32,122,530,53,4,4,97,97,1,19,57,21,785,0,475,3,4,0,0,6,0,0
1173,1040,61,61,162,817,6,15,15,85,14,40,208,903,69,5,5,192,192,1,37,108,47,2008,0,443,5,7,0,1,11,0,0
1174,466,41,41,79,346,5,7,3,28,16,16,69,273,39,4,3,28,28,0,3,6,19,764,0,376,4,5,0,2,4,0,0
1175,620,28,28,104,488,4,3,8,45,16,27,112,511,39,4,3,135,135,1,28,69,38,564,0,307,3,3,0,0,2,0,0
1176,881,72,72,140,669,6,11,13,90,16,41,150,677,52,5,4,121,121,1,37,39,45,477,0,217,4,8,0,1,11,0,0
1177,663,41,41,115,507,4,4,11,77,13,43,152,695,53,4,4,156,156,1,38,53,65,1332,0,406,3,4,0,1,9,0,0
1178,464,34,34,88,342,8,4,20,42,15,17,63,220,55,3,4,46,46,1,6,6,34,1165,0,322,3,4,0,1,5,0,0
1179,574,19,19,98,457,4,2,8,33,9,35,108,508,51,3,4,77,77,1,25,36,16,376,0,320,3,3,0,0,2,0,0
1180,639,46,46,123,470,5,4,11,52,10,38,118,587,49,4,5,98,98,1,27,32,39,240,0,240,5,5,0,0,1,0,0
1181,820,58,58,157,605,6,10,18,61,16,48,141,673,61,5,5,112,112,1,35,34,43,395,0,168,5,8,0,2,6,0,0
1182,370,35,35,70,265,4,4,10,33,9,10,55,344,57,4,3,65,65,1,17,31,17,1142,0,529,4,5,0,1,4,0,0
1183,1249,91,91,218,940,6,13,18,108,37,65,211,915,83,6,5,323,323,2,63,210,50,815,0,279,5,10,0,2,15,0,0
1184,443,18,18,70,355,4,2,6,35,7,24,85,459,46,4,4,73,73,1,10,41,22,0,0,0,0,0,0,0,0,0,0
1185,1062,37,74,181,807,5,11,23,84,26,58,211,949,53,7,5,225,113,1,55,111,59,1315,0,259,4,8,0,2,14,0,0
1186,1026,58,58,189,779,6,10,22,81,11,51,171,715,65,5,4,178,178,1,24,76,78,1576,0,574,3,4,0,2,6,0,0
1187,601,20,20,86,495,3,2,4,58,11,28,126,564,56,4,3,116,116,1,19,58,39,0,0,0,0,0,0,0,0,0,0
1188,912,37,73,130,709,5,11,23,102,29,42,180,859,51,4,4,196,98,1,42,94,60,950,0,232,4,7,0,2,12,3,0
1189,327,28,28,63,236,4,8,5,20,8,15,60,371,93,5,4,19,19,0,5,10,4,1200,0,510,4,7,0,3,6,3,0
1190,618,35,35,108,475,3,3,12,43,18,23,100,637,49,4,3,103,103,1,31,38,34,1558,0,663,3,4,0,2,5,3,0
1191,1064,63,63,187,814,6,12,21,96,20,53,224,928,66,6,5,236,236,1,44,102,90,425,0,159,4,8,0,2,14,3,0
1192,906,69,69,166,671,5,15,18,105,29,42,140,773,59,5,5,156,156,1,49,55,52,372,0,219,4,6,0,2,7,3,0
1193,1160,89,89,248,823,7,15,38,87,19,78,200,795,80,8,5,199,199,1,88,72,39,781,0,205,5,10,0,4,19,3,0
1194,650,65,65,115,470,5,16,21,43,19,33,103,554,92,4,5,146,146,1,29,81,36,737,0,367,5,13,0,2,7,3,0
1195,782,47,47,125,610,7,9,10,38,17,27,119,520,43,4,5,128,128,1,20,52,56,331,0,331,5,5,0,0,1,5,0
1196,572,36,36,82,454,4,5,11,45,14,21,114,527,53,3,4,102,102,1,20,58,24,928,0,498,3,4,0,1,4,3,0
1197,825,58,58,133,634,5,11,11,84,18,41,142,703,54,4,4,153,153,1,39,72,42,1400,0,413,4,5,0,2,8,3,0
1198,993,52,52,171,770,7,7,14,68,15,56,179,724,66,3,5,271,271,2,42,178,51,991,0,391,3,4,0,3,9,3,0
1199,329,25,25,49,255,4,3,4,21,5,17,55,361,45,4,5,67,67,1,13,40,14,376,0,292,3,3,0,0,3,3,0
1200,1313,37,73,214,1026,5,20,33,178,15,63,227,1094,137,4,4,299,150,1,51,180,68,4201,0,994,4,6,0,4,13,3,0
1201,1073,73,73,164,836,4,20,24,116,17,42,223,996,996,5,4,203,203,1,53,90,60,4577,63,1589,4,6,0,4,10,3,0
1202,739,42,42,121,576,4,7,21,94,13,33,146,623,48,4,4,147,147,1,39,65,43,1436,0,387,4,5,0,1,7,3,0
1203,282,15,15,43,224,3,2,1,16,5,17,60,286,286,4,3,118,118,1,36,67,15,1706,49,942,4,5,0,6,6,3,0
1204,577,51,51,104,422,5,4,15,47,17,28,120,537,41,5,4,91,91,1,30,27,34,1302,0,486,4,8,0,2,7,3,0
1205,634,47,47,124,463,4,10,14,73,7,31,122,712,712,4,4,130,130,1,47,61,22,3037,83,847,4,5,0,4,11,3,0
1206,951,56,56,157,738,6,10,17,60,12,37,163,737,82,4,4,108,108,1,19,53,36,708,0,565,3,3,0,0,2,3,0
1207,629,33,33,118,478,4,7,12,40,8,38,82,434,54,4,3,60,60,0,7,34,19,0,0,0,0,0,0,0,0,0,0
1208,353,19,19,57,277,3,2,5,34,7,19,62,390,65,4,3,74,74,1,23,35,16,1341,0,624,3,4,0,0,3,3,0
1209,344,16,16,63,265,4,1,5,15,8,15,55,260,43,3,3,52,52,1,8,30,14,707,0,707,3,3,0,0,1,3,0
1210,995,63,63,187,745,5,7,12,50,20,67,159,724,80,3,4,93,93,0,14,41,38,1273,0,799,3,3,0,2,5,3,0
1211,1328,37,74,235,1019,5,15,27,107,23,68,254,1115,59,5,5,260,130,1,60,124,76,2746,0,441,4,5,0,2,13,3,0
1212,1292,47,94,234,964,6,16,26,108,22,71,277,1060,66,5,5,348,174,2,84,193,71,2606,0,342,5,18,0,2,16,3,0
1213,1012,88,88,211,713,7,11,23,83,35,61,171,665,133,3,5,169,169,1,41,56,72,1545,0,457,4,5,0,3,12,3,0
1214,820,47,47,139,634,5,9,11,85,14,43,156,614,56,4,4,180,180,1,47,75,58,303,0,176,3,4,0,2,6,3,0
1215,929,62,62,155,712,5,16,20,112,23,55,187,863,66,4,4,208,208,1,52,68,88,2509,0,324,3,7,0,1,14,3,0
1216,1098,75,75,205,818,8,17,26,94,29,65,201,696,87,4,5,232,232,2,60,131,41,1334,0,531,5,11,0,1,10,3,0
1217,634,44,44,99,491,6,3,8,35,17,31,114,426,47,4,4,78,78,1,9,21,48,928,0,425,3,4,0,0,3,3,0
1218,1084,87,87,205,792,6,16,25,77,27,64,182,751,83,4,4,243,243,1,33,138,72,825,0,268,4,6,0,3,13,3,0
1219,1010,73,73,187,750,6,13,23,97,24,65,212,812,62,5,5,157,157,1,46,57,54,2577,0,290,4,6,0,2,18,3,0
1220,718,33,33,109,576,4,2,12,79,11,33,137,604,60,4,3,109,109,1,20,55,34,787,0,582,3,3,0,3,2,3,0
1221,925,70,70,168,687,3,16,18,88,22,50,179,801,801,5,3,137,137,0,57,33,47,3287,66,933,4,7,0,4,12,3,0
1222,784,48,48,120,616,5,4,8,60,20,32,143,590,59,4,4,220,220,1,27,142,51,1172,0,360,3,3,0,2,7,3,0
1223,1048,77,77,169,802,4,7,16,78,33,52,257,949,949,5,4,172,172,1,43,72,57,3855,147,1107,4,6,0,4,8,3,0
1224,786,54,54,145,587,6,4,10,59,17,48,130,604,121,3,5,96,96,1,34,27,35,1930,0,987,4,5,0,2,4,3,0
1225,749,45,45,130,574,5,6,21,58,12,31,116,513,43,3,3,98,98,1,26,45,27,915,0,634,4,6,0,0,5,3,0
1226,350,24,24,52,274,3,2,4,30,8,22,56,304,30,3,3,60,60,1,14,34,12,0,0,0,0,0,0,0,0,0,0
1227,976,68,68,159,749,6,7,11,92,28,70,209,798,61,5,5,157,157,1,45,58,54,819,0,220,4,5,0,1,10,3,0
1228,70,1,1,6,63,1,0,6,36,0,0,13,97,32,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1229,663,34,34,110,519,5,2,9,48,14,33,110,451,56,3,4,109,109,1,23,57,29,503,0,162,4,4,0,3,4,4,0
1230,1289,38,76,224,989,6,10,17,100,26,66,259,1058,76,4,5,364,182,2,70,162,132,1654,0,555,4,5,0,4,8,3,0
1231,513,37,37,105,371,4,6,21,59,8,35,84,521,58,5,4,97,97,1,28,52,17,387,0,265,3,4,0,0,4,3,0
1232,1055,77,77,181,797,7,7,22,67,37,53,212,682,62,5,4,268,268,2,73,150,45,942,0,215,8,15,0,4,11,3,0
1233,546,25,25,75,446,5,5,6,58,4,14,88,455,45,4,4,83,83,1,23,44,16,120,0,110,3,3,0,0,2,3,0
1234,892,66,66,137,689,6,12,19,75,12,43,188,795,66,7,5,151,151,1,35,60,56,1325,0,396,4,5,0,2,11,3,0
1235,1232,85,85,214,933,5,11,31,111,26,57,270,868,868,4,4,338,338,1,89,170,79,4158,21,857,7,15,0,4,15,3,0
1236,233,20,20,52,161,5,3,10,21,7,17,30,191,191,3,4,50,50,1,19,29,2,1468,80,555,4,6,0,5,3,3,0
1237,781,66,66,116,599,5,8,14,72,20,35,164,612,47,4,4,114,114,1,42,43,29,457,0,160,5,8,0,1,8,3,0
1238,508,26,26,79,403,4,4,6,29,10,24,119,445,44,3,3,166,166,1,23,90,53,231,0,144,4,4,0,0,2,4,0
1239,1541,50,100,283,1158,5,19,35,165,32,89,327,1307,653,6,4,474,237,1,97,257,120,1999,51,804,4,5,0,4,20,3,0
1240,893,73,73,191,629,6,12,15,68,26,50,170,602,86,4,4,95,95,1,34,37,24,1727,0,537,3,6,0,3,9,3,0
1241,678,58,58,121,499,6,7,14,70,17,27,119,506,51,3,5,94,94,1,10,48,36,710,0,325,6,12,0,1,6,3,0
1242,937,70,70,175,692,5,12,18,85,19,65,178,779,60,5,4,198,198,1,42,87,69,1377,0,438,4,7,0,2,11,3,0
1243,1011,67,67,169,775,6,14,18,74,23,55,176,800,62,5,5,143,143,1,34,64,45,335,0,198,4,5,0,0,9,3,0
1244,1058,88,88,195,775,7,17,17,88,20,78,219,862,66,5,5,218,218,1,47,89,82,472,0,159,4,9,0,1,12,3,0
1245,655,30,30,100,525,7,1,5,34,21,35,178,439,55,3,5,235,235,2,45,134,56,287,0,93,8,12,0,3,6,6,0
1246,1069,80,80,200,789,5,21,19,97,21,62,210,985,985,5,4,196,196,1,37,85,74,1704,114,931,4,7,0,4,12,3,0
1247,736,55,55,100,581,5,6,8,39,19,21,135,529,88,3,3,290,290,2,9,205,76,767,0,400,4,6,0,2,5,3,0
1248,598,32,32,116,450,5,2,4,41,13,47,118,457,51,4,4,224,224,2,40,132,52,475,0,141,7,12,0,5,6,4,0
1249,560,49,49,120,391,4,4,14,41,22,29,90,488,38,5,4,153,153,1,41,75,37,292,0,133,5,11,0,1,22,0,0
1250,365,25,25,61,279,4,5,4,27,10,21,74,324,41,3,3,68,68,1,18,22,28,419,0,159,5,14,0,1,10,0,0
1251,432,42,42,92,298,4,6,12,34,15,28,72,361,40,6,3,151,151,1,17,71,63,396,0,183,4,9,0,1,15,0,0
1252,719,55,55,144,520,6,8,19,54,17,45,113,516,57,4,4,185,185,2,41,105,39,567,0,149,5,15,0,2,29,0,0
1253,482,46,46,94,342,4,11,14,43,20,30,85,379,54,6,3,90,90,1,33,43,14,638,0,178,5,14,0,2,19,0,0
